,City,Country,Max Temp,Lat,Lng,Hotel Name
1696,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1697,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1698,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
1699,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1700,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1703,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1704,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1705,Mbanza-Ngungu,CD,66.43,-5.25,14.8667,Hotel Full Business
1706,Hirara,JP,66.47,24.8,125.2833,Hotel Atoll Emerald Miyakojima
1707,Amapa,BR,72.41,1.0,-52.0,
1708,Puerto Rico,AR,76.15,-26.796,-55.024,Hotel Cabañas del Prado
1709,North Myrtle Beach,US,59.34,33.816,-78.68,Avista Resort
1710,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1711,Obera,AR,68.38,-27.4871,-55.1199,CABAÑAS DORALIA
1712,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1713,Constitucion,CL,59.47,-35.3333,-72.4167,Hotel Boutique Las Azucenas
1714,Saldanha,ZA,68.05,-33.0117,17.9442,Blue Bay Lodge
1716,Sanguem,IN,71.08,15.2333,74.1667,Hotel
1718,Beruwala,LK,75.4,6.4788,79.9828,The Palms Hotel
1719,Lompoc,US,82.71,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
1720,Peniche,PT,54.63,39.3558,-9.3811,Hotel Star inn Peniche
1723,Esmeraldas,BR,70.66,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
1724,Kishi,NG,78.28,9.0833,3.85,New NCCF KISI
1725,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
1731,Praia Da Vitoria,PT,62.85,38.7333,-27.0667,Hotel Branco I
1732,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
1733,Cayenne,GF,78.1,4.9333,-52.3333,Hôtel Le Dronmi
1734,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1735,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1736,Khuzdar,PK,51.44,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
1737,Birao,CF,67.78,10.2849,22.7882,
1738,Whitianga,NZ,66.02,-36.8333,175.7,Beachside Resort Whitianga
1739,Ancud,CL,67.53,-41.8697,-73.8203,Hotel Arena Gruesa
1740,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1741,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1742,Charlestown,AU,78.69,-32.95,151.6667,Panorama Motor Inn Hotel
1743,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
1744,Lodwar,KE,81.52,3.1191,35.5973,Solmar Gracious Hotel
1746,Tabuk,PH,75.94,17.4189,121.4443,Golden Berries Hotel and Convention
1747,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
1748,Juba,SS,76.6,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
1750,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1755,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1757,Vanimo,PG,82.85,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1759,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1760,Sinnamary,GF,76.1,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1762,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
1763,Honiara,SB,85.41,-9.4333,159.95,Heritage Park Hotel
1765,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1767,Grand Gaube,MU,77.4,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
1768,Nalchiti,BD,57.34,22.6333,90.2833,Abdus Satter Khalifa
1770,Isla Vista,US,82.51,34.4133,-119.861,Best Western Plus South Coast Inn
1771,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1772,Am Timan,TD,73.81,11.0297,20.2827,Palais du chef Canton Salamt
1773,Emerald,AU,83.34,-23.5333,148.1667,The Irish Village
1774,Bharatpur,IN,50.27,27.2167,77.4833,OYO 22446 Sonar Haveli
1777,Ponta Do Sol,PT,63.23,32.6667,-17.1,Hotel do Campo
1780,Maun,BW,67.15,-19.9833,23.4167,Enviro Villa
1782,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
1784,Polignano A Mare,IT,54.01,40.9959,17.2159,Grotta Palazzese
1786,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
1787,Port Lincoln,AU,78.35,-34.7333,135.8667,Port Lincoln Hotel
1788,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1789,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
1792,Kavieng,PG,82.49,-2.5744,150.7967,Nusa Island Retreat
1795,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
1796,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1797,Marsh Harbour,BS,75.07,26.5412,-77.0636,Abaco Beach Resort
1798,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1800,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1801,Kruisfontein,ZA,69.76,-34.0033,24.7314,Oyster Bay House Rental
1803,Geraldton,AU,75.61,-28.7667,114.6,Broadwater Mariner Resort
1806,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1807,Sechura,PE,74.8,-5.5569,-80.8222,Hospedaje Costa Bella
1808,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1809,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1811,Gamba,GA,77.32,-2.65,10.0,
1812,Padang,ID,77.05,-0.9492,100.3543,Mercure Padang
1814,Port Macquarie,AU,71.56,-31.4333,152.9167,Rydges Port Macquarie
1815,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1816,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
1817,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1820,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
